,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteratoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumAliphaticHeterocycles,RingCount,MW,LogP,MR,TPSA
0,5,0,0,0,0,3,0,32,0,0,0,0,2.376500000000001,25.963999999999995,0.0
1,5,0,0,0,0,3,1,32,0,0,0,0,2.0289,26.213999999999995,0.0
2,5,0,0,0,0,3,0,30,0,0,0,0,1.9630999999999998,16.152,0.0
3,5,1,1,1,1,1,2,32,0,0,0,0,0.7787999999999999,21.993799999999997,20.23
4,5,0,1,1,0,1,1,30,0,0,0,0,0.9854,20.971999999999994,17.07
5,5,0,1,1,0,1,2,28,0,0,0,0,1.29,21.478999999999992,9.23
6,5,0,1,1,0,1,2,32,0,0,0,0,1.0428000000000002,22.166999999999994,9.23
7,5,1,1,1,1,1,1,32,0,0,0,0,0.6347,21.923799999999996,20.23
8,5,0,2,2,0,2,0,30,0,0,0,0,0.17930000000000001,17.689999999999998,26.3
9,6,0,0,0,0,4,0,38,0,0,0,0,2.5954000000000006,31.009999999999998,0.0
10,6,1,1,1,1,1,3,38,0,0,0,0,1.1689,26.61079999999999,20.23
11,6,0,0,0,0,0,0,38,0,0,0,0,2.442500000000001,29.74599999999998,0.0
12,6,0,0,0,0,0,2,38,0,0,0,0,2.442500000000001,29.74599999999998,0.0
13,6,0,1,1,0,1,2,36,0,0,0,0,1.3755,25.588999999999988,17.07
14,6,0,0,0,0,0,2,38,0,0,0,0,2.442500000000001,29.74599999999998,0.0
15,6,1,1,1,1,1,1,38,0,0,0,0,1.1673,26.58879999999999,20.23
16,6,0,0,0,0,0,0,30,1,0,1,1,1.6866,26.441999999999993,0.0
17,6,0,0,0,0,0,0,36,0,0,1,1,2.3406000000000002,27.701999999999984,0.0
18,6,0,2,2,0,2,1,36,0,0,0,0,0.5694,22.30699999999999,26.3
19,6,0,0,0,0,0,0,36,0,0,1,1,2.1965000000000003,27.631999999999984,0.0
20,20,0,2,2,0,2,0,102,2,2,4,4,3.0839000000000016,83.27400000000006,6.48
21,23,0,3,3,0,5,1,114,3,1,4,4,4.324220000000002,89.05400000000003,30.18
22,19,1,7,6,1,7,2,98,2,1,3,3,0.48679999999999995,63.79430000000002,86.99000000000001
23,20,0,3,3,0,3,0,102,2,2,4,4,2.4789000000000003,81.06900000000005,19.37
24,21,2,4,4,2,4,0,110,1,2,5,5,1.1981,77.57660000000003,52.93
25,8,0,0,0,0,0,0,42,1,0,1,1,2.30344,35.916000000000004,0.0
26,15,4,4,3,3,5,2,76,2,0,2,2,2.1154699999999997,63.086800000000004,74.79
27,11,0,2,2,0,2,3,60,1,0,1,1,1.1857,46.49500000000003,16.130000000000003
28,17,1,5,4,1,5,2,88,2,0,2,2,1.42302,63.373300000000015,72.19
29,40,4,7,6,4,8,9,218,2,1,4,4,4.747620000000005,160.5924999999997,101.9
30,20,1,5,4,1,5,1,100,2,1,4,4,2.6512200000000004,76.32520000000002,58.120000000000005
31,6,0,0,0,0,0,3,38,0,0,0,0,2.5866000000000007,29.81599999999998,0.0
32,12,0,2,2,0,2,1,64,1,1,2,2,1.8483,48.842000000000034,16.130000000000003
33,30,0,5,4,0,6,6,158,2,2,4,4,3.559300000000002,114.92750000000004,43.86
34,9,0,0,0,0,0,6,56,0,0,0,0,3.7569000000000026,43.667000000000016,0.0
35,20,1,2,3,1,4,4,104,2,1,3,3,4.552200000000004,87.56670000000004,15.27
36,20,1,4,2,1,5,1,100,2,1,3,3,3.3469000000000015,78.28670000000002,49.410000000000004
37,19,1,3,2,1,4,1,94,2,1,3,3,3.129500000000001,77.02970000000002,41.46
38,11,1,2,2,1,2,1,58,1,1,2,2,1.5061,44.21470000000003,24.92
39,24,1,2,4,1,4,4,126,2,2,4,4,5.4009000000000045,106.00470000000007,15.27
40,32,1,6,6,1,6,13,174,2,0,2,2,4.750880000000004,127.02870000000007,72.74000000000001
41,12,2,5,3,2,5,1,66,0,1,1,1,-0.23130000000000006,40.0794,75.27000000000001
42,8,0,0,0,0,0,5,50,0,0,0,0,3.3668000000000022,39.05,0.0
43,22,1,4,5,1,5,0,114,2,2,4,4,3.4392200000000015,94.04770000000005,30.869999999999997
44,19,1,2,2,1,3,0,96,2,2,4,4,3.9163000000000032,76.31970000000004,21.259999999999998
45,20,0,2,2,0,3,0,102,2,2,4,4,4.258500000000003,80.94700000000005,12.47
46,17,2,5,3,2,5,6,96,0,1,1,1,1.7192,63.16440000000003,75.27000000000001
47,20,2,4,3,2,5,1,100,2,1,3,3,2.447900000000001,78.16950000000003,61.69
48,3,0,1,1,0,1,0,18,0,1,1,1,0.016600000000000004,10.819,12.53
49,8,0,0,0,0,0,0,42,1,0,1,1,2.30344,35.916,0.0
50,31,1,7,7,1,8,4,164,3,2,5,5,3.0813200000000016,113.51380000000005,84.39
51,11,2,3,2,2,3,1,58,1,0,1,1,1.3505999999999998,42.41050000000002,49.33
52,13,1,6,5,1,6,0,68,2,0,2,2,-1.0397,46.575700000000005,72.68
53,30,1,5,4,1,7,6,158,2,2,4,4,3.9796000000000022,118.00020000000005,52.650000000000006
54,5,0,0,0,0,0,2,32,0,0,0,0,2.1965000000000003,25.19899999999999,0.0
55,21,1,2,2,1,2,2,114,1,1,3,3,3.882600000000003,87.73580000000005,23.47
56,16,2,5,3,2,5,4,90,0,1,1,1,1.1849999999999998,58.477400000000024,75.27000000000001
57,9,0,2,2,0,2,4,54,0,0,0,0,1.7397,36.157999999999994,26.3
58,10,0,4,4,0,4,0,54,1,1,2,2,0.39949999999999997,35.372,43.6
59,6,0,0,0,0,4,0,36,0,0,0,0,3.0682,30.438000000000002,0.0
60,11,1,1,1,1,1,3,60,1,0,1,1,1.837,48.66770000000003,12.03
61,18,0,1,1,0,1,2,98,1,1,3,3,4.331900000000004,76.62900000000006,3.24
62,21,0,3,3,0,4,4,110,2,1,3,3,3.2565000000000017,87.73540000000006,23.55
63,25,1,5,4,1,5,2,130,2,2,4,4,3.6666000000000025,99.32070000000004,44.81
64,23,1,4,4,1,4,5,118,3,0,3,3,3.6764000000000028,91.64280000000004,47.16
65,13,0,2,1,0,2,1,70,1,0,1,1,2.414300000000001,54.98840000000004,26.07
66,20,1,5,4,1,5,1,108,1,2,3,3,1.7739,78.31570000000005,44.81
67,25,0,3,2,0,4,4,128,3,0,3,3,5.425700000000005,104.03550000000003,33.2
68,16,2,4,2,2,4,2,84,1,1,2,2,0.5378999999999994,59.56340000000003,58.2
69,17,2,4,4,1,4,6,94,1,0,1,1,1.7673999999999999,68.92490000000004,55.56
70,20,0,2,3,0,3,4,104,2,1,3,3,4.241000000000003,87.18400000000005,6.48
71,3,0,0,0,0,0,0,18,0,0,0,0,1.1923000000000001,15.871000000000002,0.0
72,13,1,1,1,1,1,2,72,1,0,1,1,3.6390000000000033,56.28480000000005,20.23
73,19,2,3,3,2,3,6,102,2,0,2,2,2.577500000000001,78.58850000000005,41.489999999999995
74,7,0,2,2,0,2,2,42,0,0,0,0,0.9595,26.923999999999985,26.3
75,11,1,1,1,1,1,3,66,0,0,1,1,2.5647,49.71370000000003,12.03
76,9,0,0,0,0,0,0,48,1,0,1,1,2.611860000000001,40.65300000000001,0.0
77,8,0,0,0,0,0,0,42,1,0,1,1,2.30344,35.916,0.0
78,16,0,0,0,0,0,0,74,4,0,4,4,4.584000000000002,70.14600000000003,0.0
79,21,0,4,4,0,4,7,112,2,0,2,2,2.6584000000000003,86.83500000000006,28.6
80,24,1,3,3,1,3,4,126,2,0,5,5,4.5152000000000045,95.87980000000006,42.35000000000001
81,21,1,7,6,1,8,9,118,1,0,1,1,1.4689999999999999,85.48410000000004,83.91
82,17,5,9,8,4,9,3,94,1,1,2,2,-3.0114999999999994,51.54930000000002,143.72000000000003
83,13,2,3,3,1,3,3,70,1,0,1,1,1.8356,51.42790000000002,52.32
84,30,0,6,6,0,7,4,158,3,2,5,5,3.5904200000000026,112.25800000000008,64.16
85,18,0,4,3,0,4,4,100,1,0,1,1,2.7597000000000014,72.87200000000004,32.78
86,22,0,6,6,0,7,1,116,2,1,3,3,2.4747000000000003,82.40700000000002,64.43
87,20,1,4,3,1,4,4,108,1,1,3,3,2.6201000000000008,76.24570000000006,47.56
88,17,4,4,4,4,4,4,96,1,0,1,1,1.3059999999999998,66.74510000000004,72.72
89,10,2,3,2,2,3,1,52,1,0,1,1,1.0903999999999998,35.06609999999999,57.53
90,14,3,5,3,3,5,3,74,1,0,1,1,0.20659999999999973,48.07580000000001,86.63000000000001
91,49,6,11,7,5,11,12,262,3,1,5,5,3.0924000000000005,188.21379999999948,166.75
92,22,1,5,5,1,5,4,118,1,3,4,4,0.9180999999999993,79.38280000000005,62.3
93,6,1,1,1,1,1,2,38,0,0,0,0,1.0248,26.54079999999999,20.23
94,17,2,5,3,2,5,5,94,0,1,1,1,1.3510999999999997,63.00040000000002,75.27000000000001
95,20,1,1,1,1,3,2,104,2,0,3,3,5.179600000000003,85.78170000000004,12.03
96,12,0,1,1,0,8,2,74,0,0,0,0,2.4232000000000005,22.958,9.23
97,5,3,2,2,2,3,0,30,0,0,0,0,0.24287000000000009,25.429100000000002,49.870000000000005
98,18,3,5,4,3,6,6,102,1,0,1,1,1.0895,73.00700000000003,78.42999999999999
99,29,1,5,4,1,6,6,152,2,2,4,4,3.217100000000001,110.30020000000003,52.650000000000006
100,14,2,3,3,2,5,1,74,1,1,2,2,2.3645000000000005,60.38940000000002,36.42
101,16,2,6,5,2,6,2,86,1,1,2,2,-0.7090800000000002,56.19550000000002,84.32000000000001
102,27,0,4,5,0,6,4,144,2,2,4,4,4.567200000000004,112.00880000000005,40.620000000000005
103,10,0,1,1,0,7,2,62,0,0,0,0,2.0835,18.040000000000003,9.23
104,19,2,4,2,2,4,2,94,2,1,3,3,1.7696,70.33840000000004,58.2
105,28,0,2,2,0,2,8,144,3,0,3,3,5.996100000000006,119.58200000000005,12.47
106,10,0,0,0,0,0,0,60,0,0,1,1,3.6128000000000027,46.03000000000002,0.0
107,7,0,0,0,0,5,0,44,0,0,0,0,2.2392000000000003,19.878,0.0
108,28,2,6,5,2,7,8,146,3,0,3,3,3.9648400000000024,114.73940000000005,83.56
109,22,0,1,1,0,1,4,114,2,0,2,2,4.877300000000004,96.65300000000006,3.24
110,35,2,3,3,2,3,8,186,3,1,4,4,6.445800000000009,144.38259999999988,43.7
111,7,0,1,1,0,1,2,44,0,0,0,0,1.8214000000000001,31.37899999999998,9.23
112,5,1,1,1,1,1,0,32,0,0,0,0,0.7771999999999999,21.971799999999995,20.23
113,10,0,0,0,0,0,0,54,1,0,1,1,2.9841000000000015,45.14200000000003,0.0
114,7,0,1,1,0,1,1,44,0,0,0,0,1.8214000000000001,31.37899999999998,9.23
115,6,0,1,1,0,1,0,38,0,0,0,0,1.4313,26.761999999999986,9.23
116,13,1,6,5,1,6,0,68,2,0,2,2,-1.0397,46.575700000000005,72.68
117,8,2,2,3,1,3,2,44,1,0,1,1,0.6442999999999999,34.872399999999985,38.91
118,16,2,4,3,2,5,4,90,0,1,1,1,1.3498999999999994,65.67940000000003,58.2
119,25,0,2,4,0,4,4,132,2,2,4,4,5.8856000000000055,110.68000000000005,6.48
120,23,1,2,2,1,2,0,124,0,0,4,4,3.882600000000004,90.49280000000005,37.3
121,16,2,3,3,2,3,6,90,1,0,1,1,1.7327199999999996,65.81950000000003,41.489999999999995
122,7,0,0,0,0,0,0,36,1,0,1,1,1.99502,31.17899999999999,0.0
123,22,1,2,1,1,2,5,120,0,0,1,1,5.602600000000005,93.76180000000005,37.3
124,5,0,0,0,0,3,0,30,0,0,0,0,2.5017000000000005,25.642,0.0
125,30,1,4,5,1,8,6,162,2,2,4,4,4.308100000000004,113.59780000000006,29.950000000000003
126,9,0,1,1,0,4,0,48,1,0,1,1,1.4989,24.111,12.89
127,24,0,2,3,0,6,4,128,2,1,3,3,5.259800000000004,92.18600000000006,6.48
128,3,0,0,0,0,0,0,18,0,0,1,1,1.1703,13.851000000000003,0.0
129,9,0,0,0,0,0,0,54,0,0,1,1,3.0786000000000016,41.343,0.0
130,4,4,3,1,2,3,0,24,0,0,0,0,-0.9762,13.7708,69.11
131,33,0,6,6,0,6,13,180,2,0,2,2,5.093080000000005,131.656,63.95
132,8,0,0,0,0,0,1,40,1,0,1,1,2.3296,36.53300000000001,0.0
133,8,1,2,3,1,3,2,44,1,0,1,1,1.5749,36.2777,24.92
134,15,3,6,6,2,6,2,82,1,1,2,2,-0.5046000000000004,53.13920000000002,90.36999999999999
135,28,1,3,3,1,3,6,148,2,2,4,4,5.309900000000005,115.87720000000003,32.34
136,19,2,9,6,2,9,3,102,1,1,2,2,-0.3648000000000002,63.90350000000003,126.57000000000002
137,14,2,2,3,1,3,3,72,2,0,2,2,2.3113,60.30840000000002,38.91
138,27,1,4,5,1,5,8,142,3,1,4,4,5.163200000000005,113.79170000000005,37.39
139,23,0,4,3,0,4,3,118,3,0,3,3,3.2488400000000013,92.50000000000006,37.61000000000001
140,7,3,2,2,2,4,2,42,0,0,0,0,0.5825700000000003,30.3471,49.870000000000005
141,7,0,0,0,0,0,3,44,0,0,0,0,2.832600000000001,34.362999999999985,0.0
142,7,0,0,0,0,0,3,41,0,0,0,0,2.41927,33.481999999999985,0.0
143,7,0,0,0,0,0,0,42,0,0,1,1,2.5866000000000007,32.24899999999998,0.0
144,7,0,0,0,0,0,4,44,0,0,0,0,2.976700000000002,34.432999999999986,0.0
145,7,0,2,2,0,2,1,42,0,0,0,0,0.9579,26.901999999999987,26.3
146,8,0,0,0,0,5,1,50,0,0,0,0,2.8986,29.239999999999995,0.0
147,8,0,0,0,0,0,5,48,0,0,0,0,3.142800000000002,38.955999999999996,0.0
148,8,0,0,0,0,0,4,50,0,0,0,0,3.2227000000000023,38.98,0.0
149,8,0,2,2,0,2,3,48,0,0,0,0,1.3496000000000001,31.540999999999983,26.3
150,8,0,0,0,0,5,1,50,0,0,0,0,2.6293000000000006,24.494999999999997,0.0
151,8,0,0,0,0,0,1,42,1,0,1,1,2.2490000000000006,35.82,0.0
152,8,0,1,1,0,4,2,48,0,0,0,0,1.7087999999999999,22.203999999999994,9.23
153,8,0,0,0,0,0,0,48,0,0,1,1,2.832600000000001,36.79599999999999,0.0
154,8,0,2,2,0,2,2,48,0,0,0,0,1.2055,31.470999999999982,26.3
155,9,0,0,0,0,0,6,54,0,0,0,0,3.5329000000000024,43.57300000000001,0.0
156,9,0,0,0,0,0,5,56,0,0,0,0,3.6128000000000027,43.59700000000001,0.0
157,9,0,2,2,0,2,3,54,0,0,0,0,1.5956,36.087999999999994,26.3
158,10,0,1,1,0,7,3,62,0,0,0,0,2.3528000000000002,22.784999999999997,9.23
159,10,0,1,1,0,7,2,62,0,0,0,0,2.3528000000000002,22.785,9.23
160,10,0,2,2,0,2,7,58,0,0,0,0,2.0868,41.53200000000002,18.46
161,10,0,0,0,0,0,7,60,0,0,0,0,3.9230000000000036,48.190000000000026,0.0
162,10,0,0,0,0,0,6,62,0,0,0,0,4.002900000000003,48.21400000000003,0.0
163,10,2,1,1,1,1,2,54,1,0,1,1,1.5763,43.79540000000002,26.02
164,10,1,2,2,1,2,3,54,1,0,1,1,0.8434999999999999,41.86770000000002,24.92
165,10,4,4,3,3,5,1,54,1,0,1,1,0.7568900000000001,42.3878,74.79
166,10,0,0,0,0,0,7,62,0,0,0,0,4.147000000000004,48.28400000000003,0.0
167,10,1,1,1,1,1,0,52,1,1,2,2,2.0446999999999997,43.25270000000002,12.03
168,11,0,0,0,0,4,0,60,1,0,1,1,3.3588000000000005,36.45400000000001,0.0
169,11,3,4,3,3,4,1,58,1,0,1,1,0.7959999999999998,36.730900000000005,77.76
170,12,1,5,3,1,7,5,70,0,0,0,0,1.157,47.33970000000001,61.77
171,12,2,3,3,1,3,2,62,2,0,2,2,0.8354999999999998,47.950400000000016,43.32
172,12,2,3,3,1,3,2,64,1,0,1,1,1.4455,46.81090000000002,52.32
173,12,2,3,2,1,3,3,64,1,0,1,1,1.1842,46.128900000000016,52.32
174,13,2,4,2,2,4,0,72,0,1,2,2,-0.06630000000000041,46.946400000000025,58.2
175,13,1,4,3,1,4,2,68,1,0,1,1,1.3101,44.71030000000002,63.6
176,13,2,5,3,2,5,2,72,0,1,1,1,0.15879999999999989,44.69640000000001,75.27000000000001
177,13,0,3,2,0,3,1,68,1,1,2,2,1.3749,48.98200000000003,33.2
178,14,3,3,2,2,3,4,76,1,0,1,1,1.1596000000000002,54.44120000000003,63.32000000000001
179,14,2,5,3,2,5,3,78,0,1,1,1,0.5488999999999998,49.313400000000016,75.27000000000001
180,14,0,3,3,0,3,1,72,2,0,2,2,1.4844199999999999,55.74700000000003,26.93
181,14,2,3,3,1,3,4,76,1,0,1,1,2.2257,56.04490000000003,52.32
182,14,2,3,3,2,5,1,74,1,1,2,2,2.3645000000000005,60.389400000000016,36.42
183,14,1,3,3,1,3,0,74,1,2,3,3,0.5549999999999997,54.41970000000003,34.03
184,15,1,3,3,1,4,0,80,1,2,3,3,1.276,62.267700000000026,34.03
185,15,1,2,1,1,2,2,74,2,0,2,2,3.051800000000001,58.83730000000002,37.3
186,15,0,3,3,0,4,1,78,2,0,2,2,1.6235199999999999,55.70500000000002,26.93
187,15,0,3,3,0,4,1,78,2,0,2,2,2.08902,68.46400000000003,26.93
188,15,2,2,2,1,2,0,76,2,0,3,3,2.6958,62.79740000000003,38.91
189,15,2,5,3,2,5,4,84,0,1,1,1,0.9389999999999997,53.93040000000002,75.27000000000001
190,15,1,7,6,1,8,6,84,1,0,1,1,0.09579999999999983,46.815200000000026,90.42
